May_18_2015,EICHERMOT,true
May_15_2015,EICHERMOT,true
May_14_2015,EICHERMOT,true
May_13_2015,EICHERMOT,false
May_12_2015,EICHERMOT,true
May_11_2015,EICHERMOT,true
May_8_2015,EICHERMOT,true
May_7_2015,EICHERMOT,true
May_6_2015,EICHERMOT,true
May_5_2015,EICHERMOT,true
May_4_2015,EICHERMOT,false
Apr_30_2015,EICHERMOT,true
Apr_29_2015,EICHERMOT,true
Apr_28_2015,EICHERMOT,true
Apr_27_2015,EICHERMOT,true
Apr_24_2015,EICHERMOT,true
Apr_23_2015,EICHERMOT,true
Apr_22_2015,EICHERMOT,false
Apr_21_2015,EICHERMOT,true
Apr_20_2015,EICHERMOT,true
Apr_17_2015,EICHERMOT,true
Apr_16_2015,EICHERMOT,false
Apr_15_2015,EICHERMOT,false
Apr_13_2015,EICHERMOT,true
Apr_10_2015,EICHERMOT,true
Apr_9_2015,EICHERMOT,false
Apr_8_2015,EICHERMOT,true
Apr_7_2015,EICHERMOT,true
Apr_6_2015,EICHERMOT,false
Apr_1_2015,EICHERMOT,true
Mar_31_2015,EICHERMOT,false
Mar_30_2015,EICHERMOT,true
Mar_27_2015,EICHERMOT,true
