May_15_2015,TORNTPOWER,true
May_14_2015,TORNTPOWER,true
May_13_2015,TORNTPOWER,false
May_12_2015,TORNTPOWER,false
May_11_2015,TORNTPOWER,false
May_8_2015,TORNTPOWER,true
May_7_2015,TORNTPOWER,true
May_6_2015,TORNTPOWER,true
May_5_2015,TORNTPOWER,true
May_4_2015,TORNTPOWER,false
Apr_30_2015,TORNTPOWER,true
Apr_29_2015,TORNTPOWER,false
Apr_28_2015,TORNTPOWER,true
Apr_27_2015,TORNTPOWER,true
Apr_24_2015,TORNTPOWER,false
Apr_23_2015,TORNTPOWER,false
Apr_22_2015,TORNTPOWER,false
Apr_21_2015,TORNTPOWER,true
Apr_20_2015,TORNTPOWER,false
Apr_17_2015,TORNTPOWER,true
Apr_16_2015,TORNTPOWER,true
Apr_15_2015,TORNTPOWER,true
Apr_13_2015,TORNTPOWER,true
Apr_10_2015,TORNTPOWER,true
Apr_9_2015,TORNTPOWER,true
Apr_8_2015,TORNTPOWER,true
Apr_7_2015,TORNTPOWER,true
Apr_6_2015,TORNTPOWER,true
Apr_1_2015,TORNTPOWER,false
Mar_31_2015,TORNTPOWER,true
Mar_30_2015,TORNTPOWER,true
Mar_27_2015,TORNTPOWER,true
