Jun_23_2015,TATACOMM,true
Jun_22_2015,TATACOMM,true
Jun_19_2015,TATACOMM,true
Jun_18_2015,TATACOMM,true
Jun_17_2015,TATACOMM,true
Jun_16_2015,TATACOMM,false
Jun_15_2015,TATACOMM,true
Jun_12_2015,TATACOMM,true
Jun_11_2015,TATACOMM,true
Jun_10_2015,TATACOMM,true
Jun_9_2015,TATACOMM,false
Jun_8_2015,TATACOMM,true
Jun_5_2015,TATACOMM,true
Jun_4_2015,TATACOMM,false
Jun_3_2015,TATACOMM,false
Jun_2_2015,TATACOMM,true
Jun_1_2015,TATACOMM,false
May_29_2015,TATACOMM,true
May_28_2015,TATACOMM,true
May_27_2015,TATACOMM,true
May_26_2015,TATACOMM,true
May_25_2015,TATACOMM,true
May_22_2015,TATACOMM,true
May_21_2015,TATACOMM,true
May_20_2015,TATACOMM,true
May_19_2015,TATACOMM,true
May_18_2015,TATACOMM,true
May_15_2015,TATACOMM,true
May_14_2015,TATACOMM,true
May_13_2015,TATACOMM,false
May_12_2015,TATACOMM,false
May_11_2015,TATACOMM,true
May_8_2015,TATACOMM,true
May_7_2015,TATACOMM,true
May_6_2015,TATACOMM,true
May_5_2015,TATACOMM,true
May_4_2015,TATACOMM,true
Apr_30_2015,TATACOMM,true
Apr_29_2015,TATACOMM,true
Apr_28_2015,TATACOMM,true
Apr_27_2015,TATACOMM,true
Apr_24_2015,TATACOMM,true
Apr_23_2015,TATACOMM,true
Apr_22_2015,TATACOMM,true
Apr_21_2015,TATACOMM,true
Apr_20_2015,TATACOMM,true
Apr_17_2015,TATACOMM,true
Apr_16_2015,TATACOMM,false
Apr_15_2015,TATACOMM,true
Apr_13_2015,TATACOMM,true
Apr_10_2015,TATACOMM,false
Apr_9_2015,TATACOMM,false
Apr_8_2015,TATACOMM,false
Apr_7_2015,TATACOMM,true
Apr_6_2015,TATACOMM,false
Apr_1_2015,TATACOMM,true
Mar_31_2015,TATACOMM,true
Mar_30_2015,TATACOMM,true
Mar_27_2015,TATACOMM,true
