Jun_23_2015,BHEL,true
Jun_22_2015,BHEL,true
Jun_19_2015,BHEL,false
Jun_18_2015,BHEL,true
Jun_17_2015,BHEL,true
Jun_16_2015,BHEL,true
Jun_15_2015,BHEL,true
Jun_12_2015,BHEL,true
Jun_11_2015,BHEL,true
Jun_10_2015,BHEL,true
Jun_9_2015,BHEL,true
Jun_8_2015,BHEL,true
Jun_5_2015,BHEL,true
Jun_4_2015,BHEL,false
Jun_3_2015,BHEL,true
Jun_2_2015,BHEL,false
Jun_1_2015,BHEL,false
May_29_2015,BHEL,true
May_28_2015,BHEL,true
May_27_2015,BHEL,false
May_26_2015,BHEL,false
May_25_2015,BHEL,true
May_22_2015,BHEL,true
May_21_2015,BHEL,true
May_20_2015,BHEL,true
May_19_2015,BHEL,true
May_18_2015,BHEL,true
May_15_2015,BHEL,true
May_14_2015,BHEL,true
May_13_2015,BHEL,true
May_12_2015,BHEL,true
May_11_2015,BHEL,true
May_8_2015,BHEL,false
May_7_2015,BHEL,false
May_6_2015,BHEL,true
May_5_2015,BHEL,true
May_4_2015,BHEL,true
Apr_30_2015,BHEL,true
Apr_29_2015,BHEL,false
Apr_28_2015,BHEL,true
Apr_27_2015,BHEL,true
Apr_24_2015,BHEL,true
Apr_23_2015,BHEL,true
Apr_22_2015,BHEL,true
Apr_21_2015,BHEL,false
Apr_20_2015,BHEL,false
Apr_17_2015,BHEL,true
Apr_16_2015,BHEL,true
Apr_15_2015,BHEL,true
Apr_13_2015,BHEL,true
Apr_10_2015,BHEL,true
Apr_9_2015,BHEL,true
Apr_8_2015,BHEL,true
Apr_7_2015,BHEL,true
Apr_6_2015,BHEL,true
Apr_1_2015,BHEL,true
Mar_31_2015,BHEL,true
Mar_30_2015,BHEL,true
Mar_27_2015,BHEL,true
